"","artist","track","target","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"787","Iron & Wine","Boy With a Coin","like",0.66,0.566,"0",-8.255,"1",0.0293,0.123,0.795,0.122,0.295,125.747,245466
"788","The Oh Hellos","Soldier, Poet, King","like",0.347,0.769,"8",-7.747,"1",0.0614,0.0322,0.000737,0.117,0.524,118.074,165680
"789","The Oh Hellos","Like The Dawn","like",0.571,0.491,"5",-11.351,"0",0.0281,0.503,0.00568,0.098,0.37,96.028,305000
"790","The Oh Hellos","Cold Is The Night","like",0.621,0.0795,"1",-17.238,"1",0.0324,0.364,0,0.197,0.403,79.986,195012
"791","The Oh Hellos","Cold Is The Night","like",0.621,0.0795,"1",-17.238,"1",0.0324,0.364,0,0.197,0.403,79.986,195012
"792","The Oh Hellos","Trees","like",0.603,0.6,"4",-9.24,"1",0.0339,0.123,0.00168,0.0974,0.159,139.856,221147
"793","The Oh Hellos","Lay Me Down","like",0.544,0.422,"7",-10.826,"1",0.0345,0.0204,0,0.332,0.327,140.284,183438
"794","Bon Iver","Perth","like",0.468,0.453,"0",-14.463,"0",0.0464,0.855,0.552,0.326,0.0679,119.932,262080
"795","Bon Iver","Minnesota, WI","like",0.563,0.346,"0",-15.504,"0",0.0428,0.968,0.233,0.115,0.502,119.936,232440
"796","Bon Iver","Michicant","like",0.235,0.162,"8",-16.538,"1",0.0316,0.927,0.204,0.104,0.0993,147.797,225733
"797","Bon Iver","Calgary","like",0.508,0.466,"11",-11.504,"1",0.035,0.923,0.169,0.622,0.0768,119.952,250200
"798","Bon Iver","Blindsided","like",0.671,0.147,"10",-18.626,"1",0.0366,0.958,0.0779,0.144,0.0556,115.298,329267
"799","Bon Iver","Re: Stacks","like",0.676,0.0812,"2",-22.846,"1",0.0398,0.979,0.416,0.118,0.314,125.053,401413
"800","The Civil Wars","Sacred Heart","like",0.338,0.0948,"4",-11.391,"1",0.0434,0.884,3.84e-06,0.1,0.237,175.941,199280
"801","The Civil Wars","20 Years","like",0.523,0.296,"11",-12.486,"0",0.0292,0.908,0.00087,0.0922,0.346,122.571,181547
"802","The Civil Wars","To Whom It May Concern","like",0.309,0.159,"7",-13.101,"1",0.0315,0.912,0.000264,0.1,0.139,87.493,211360
"803","The Civil Wars","Barton Hollow","like",0.403,0.659,"2",-7.338,"1",0.0303,0.123,0,0.0857,0.435,90.854,205773
"804","Jasmine Thompson","You Are My Sunshine","like",0.494,0.215,"2",-10.092,"1",0.0321,0.904,0,0.109,0.313,124.057,157869
"805","Jasmine Thompson","Willow","like",0.324,0.355,"11",-8.404,"1",0.0318,0.83,7.12e-05,0.0805,0.33,170.168,209782
"806","The Lumineers","Ho Hey","like",0.685,0.466,"0",-9.074,"1",0.0304,0.794,2.06e-06,0.0915,0.353,79.936,163133
"807","The Lumineers","My Eyes","like",0.435,0.309,"4",-8.337,"1",0.0309,0.852,2.63e-05,0.113,0.0831,93.871,216600
"808","The Lumineers","Flowers in Your Hair","like",0.674,0.6,"7",-10.097,"1",0.0331,0.714,6.68e-05,0.214,0.579,127.437,110560
"809","The Lumineers","Charlie Boy","like",0.414,0.187,"7",-13.253,"1",0.0326,0.964,0.0183,0.109,0.276,127.323,261427
"810","Vance Joy","Riptide","like",0.484,0.731,"1",-6.694,"1",0.0379,0.431,0,0.151,0.51,101.654,204280
"811","The Strumbellas","Spirits","like",0.54,0.729,"0",-3.709,"1",0.0276,0.169,0,0.112,0.779,80.454,203653
"812","James Arthur","Say You Won't Let Go","like",0.358,0.557,"10",-7.398,"1",0.059,0.695,0,0.0902,0.494,85.043,211467
"813","James Arthur","Can I Be Him","like",0.696,0.543,"11",-6.164,"1",0.0489,0.308,0,0.0939,0.479,107.969,246880
"814","James Arthur","Train Wreck","like",0.311,0.485,"6",-5.726,"0",0.0365,0.701,0,0.0726,0.225,77.355,208827
"815","James Arthur","Safe Inside","like",0.317,0.547,"8",-6.549,"1",0.0366,0.187,0,0.121,0.11,117.332,222173
"816","Bastille","Bad Blood - Live Piano Version","like",0.415,0.31,"5",-8.703,"0",0.0315,0.91,0.000821,0.142,0.283,142.681,206920
"817","Frances","Say It Again - Acoustic","like",0.695,0.228,"4",-9.708,"1",0.0398,0.973,0,0.0953,0.445,79.982,181408
"818","Mike Posner","Be As You Are - Acoustic","like",0.653,0.328,"11",-9.82,"0",0.0451,0.815,0,0.114,0.501,144.966,234213
"819","Halsey","Ghost - Live From Spotify NYC","like",0.392,0.554,"0",-6.779,"1",0.201,0.632,0,0.676,0.131,187.789,160400
"820","James Bay","Scars - James Bay Spotify Session 2015","like",0.537,0.279,"10",-7.879,"1",0.0642,0.86,0.000247,0.7,0.196,64.59,305733
"821","Koni","Out of Love - Acoustic","like",0.651,0.495,"10",-6.755,"0",0.0273,0.0721,0,0.215,0.291,98.018,204057
"822","Ed Sheeran","I Don't Care - Acoustic","like",0.706,0.349,"6",-8.125,"1",0.0302,0.791,0,0.108,0.624,94.058,238220
"823","FÄIS","Hey - Acoustic Version","like",0.669,0.183,"7",-10.527,"1",0.0417,0.726,0,0.117,0.412,120.213,156804
"824","Imagine Dragons","Blank Space/Stand By Me - Live From Spotify London","like",0.766,0.552,"9",-6.729,"1",0.0862,0.408,0,0.748,0.519,101.895,303434
"825","Sam Smith","Omen - Acoustic","like",0.449,0.201,"3",-8.349,"1",0.0342,0.962,1.72e-05,0.103,0.152,133.667,205375
"826","Sam Smith","Omen - Acoustic","like",0.449,0.201,"3",-8.349,"1",0.0342,0.962,1.72e-05,0.103,0.152,133.667,205375
"827","Emilio Lanza","Australia","like",0.5,0.538,"9",-12.325,"0",0.0307,0.0345,0.164,0.131,0.551,177.988,200595
"828","Katy Perry","The One That Got Away - Acoustic","like",0.709,0.468,"4",-10.458,"1",0.0427,0.702,0,0.0933,0.278,123.944,258907
"829","Halsey","Colors - Stripped","like",0.255,0.371,"1",-8.935,"1",0.0565,0.685,0,0.124,0.0388,205.432,266733
"830","Erin Bowman","Spilled Milk","like",0.52,0.322,"1",-11.752,"0",0.0326,0.784,4.56e-06,0.0927,0.121,128.404,210117
"831","Gardiner Sisters","Ocean Eyes","like",0.447,0.162,"4",-13.034,"0",0.0343,0.971,4.16e-06,0.083,0.407,96.569,198503
"832","Astrojaxx","Universe Feat. Mechi Pieretti (acoustic)","like",0.719,0.654,"0",-7.982,"0",0.0813,0.243,5.97e-06,0.248,0.52,101.922,216471
"833","Youngr","Out Of My System - Acoustic","like",0.655,0.315,"10",-13.749,"1",0.0999,0.867,1.6e-05,0.133,0.453,99.956,186026
"834","Kiko Bun","Sweetie - Inna Piano Fashion","like",0.616,0.256,"10",-8.242,"1",0.0536,0.928,0,0.108,0.435,102.635,196600
"835","Koni","Don't Let Me Go - Acoustic Version","like",0.642,0.436,"11",-8.9,"0",0.0286,0.284,0,0.14,0.387,121.973,185217
"836","Lemaitre","Playing To Lose - Acoustic","like",0.526,0.463,"9",-5.344,"0",0.0324,0.481,0,0.154,0.53,143.673,193386
"837","The Lumineers","Nobody Knows","like",0.652,0.367,"9",-12.792,"1",0.0376,0.775,0.00135,0.106,0.196,81.988,188573
"838","Emilio Lanza","We'll Make It Alright","like",0.793,0.498,"1",-10.17,"1",0.0512,0.0858,1.17e-05,0.115,0.201,129.997,181787
"839","Erin Bowman","Your Mother","like",0.603,0.324,"3",-9.017,"1",0.0553,0.688,0,0.142,0.399,78.823,231250
"840","Traveling John","Memories","like",0.539,0.434,"1",-9.68,"1",0.0342,0.817,7.05e-06,0.211,0.458,123.648,207773
"841","Lea Porcelain","Smile In The Air","like",0.423,0.653,"7",-7.923,"1",0.0329,0.636,0.165,0.293,0.43,87.124,242909
"842","Maroon 5","Sunday Morning - Acoustic","like",0.418,0.666,"7",-8.633,"1",0.109,0.571,0,0.709,0.737,82.06,254853
"843","Maroon 5","Sunday Morning - Acoustic","like",0.418,0.666,"7",-8.633,"1",0.109,0.571,0,0.709,0.737,82.06,254853
"844","Seeb","What Do You Love - Acoustic","like",0.347,0.691,"11",-4.725,"1",0.0567,0.791,0.000267,0.111,0.261,122.892,240652
"845","Chase & Status","All Goes Wrong - Acoustic","like",0.469,0.304,"6",-7.318,"0",0.0421,0.883,0,0.148,0.27,87.313,220656
"846","aeseaes","Realiti","like",0.625,0.183,"11",-12.277,"0",0.0299,0.587,2.82e-06,0.11,0.0399,105.26,211987
"847","Hey Violet","Brand New Moves - Stripped","like",0.718,0.377,"7",-8.537,"1",0.0291,0.409,0,0.334,0.464,108.017,224554
"848","Tabu Kliffe","Back From Love","like",0.735,0.79,"2",-6.328,"1",0.0291,0.0679,3.99e-06,0.0712,0.342,109.99,223870
"849","Traveling John","re:stacks","like",0.559,0.379,"6",-10.691,"1",0.0304,0.868,0.0137,0.114,0.305,133.501,368750
"850","Koni","No Other - Acoustic","like",0.769,0.412,"5",-11.98,"1",0.0411,0.101,3.65e-05,0.112,0.642,93.02,201340
"851","Amy Winehouse","Valerie - BBC Radio 1 Live Lounge","like",0.761,0.316,"5",-8.069,"0",0.0376,0.762,2.14e-06,0.185,0.674,96.007,232120
"852","John Newman","Olé - Acoustic","like",0.583,0.492,"9",-4.806,"0",0.032,0.424,0,0.104,0.859,170.007,218667
"853","Koni","Save Us (Acoustic)","like",0.339,0.443,"2",-5.794,"1",0.0296,0.342,0,0.0804,0.328,89.581,274718
"854","Peter Saputo","Maybe You Will","like",0.561,0.203,"3",-13.386,"1",0.0295,0.82,0.0085,0.327,0.183,77.319,215808
"855","Jonas Blue","Fast Car - Acoustic","like",0.475,0.237,"9",-9.923,"1",0.0342,0.865,0,0.0881,0.595,103.045,217864
"856","Zoey Jones","Ready to Run","like",0.485,0.305,"0",-8.667,"1",0.0305,0.782,2.76e-05,0.121,0.0722,83.029,248675
"857","Terrell Braxton","Thong Song","like",0.605,0.652,"6",-7.892,"0",0.0294,0.607,0.000845,0.129,0.51,121.897,245902
"858","James Morrison","Just Like A Child","like",0.479,0.131,"0",-12.936,"1",0.0374,0.874,1.95e-06,0.115,0.142,129.181,197373
"859","Swedish House Mafia","Don't You Worry Child - Acoustic Version","like",0.554,0.792,"11",-8.166,"0",0.0309,0.406,0.000665,0.315,0.537,102.042,257923
"860","Swedish House Mafia","Don't You Worry Child - Acoustic Version","like",0.554,0.792,"11",-8.166,"0",0.0309,0.406,0.000665,0.315,0.537,102.042,257923
"861","Erin Bowman","Something to Say","like",0.541,0.528,"6",-9.029,"1",0.0302,0.08,0.00163,0.109,0.389,77.043,202792
"862","Oh Wonder","Crazy In Love - BBC Session","like",0.445,0.175,"2",-20.411,"0",0.118,0.847,1.37e-05,0.109,0.248,159.339,210344
"863","Maroon 5","She Will Be Loved - Acoustic","like",0.623,0.494,"11",-9.281,"0",0.0313,0.496,5.96e-06,0.698,0.563,98.556,276787
"864","Maroon 5","She Will Be Loved - Acoustic","like",0.623,0.494,"11",-9.281,"0",0.0313,0.496,5.96e-06,0.698,0.563,98.556,276787
"865","Pete Tong","Waiting All Night","like",0.429,0.552,"6",-6.317,"0",0.0369,0.567,0,0.0886,0.319,150.059,215413
"866","Marshmello","FRIENDS - Acoustic","like",0.735,0.46,"9",-3.261,"0",0.086,0.786,0,0.211,0.683,93.073,209435
"867","Pete Muller","Let You in (feat. Melissa Soltero)","like",0.483,0.28,"5",-10.675,"1",0.0331,0.556,0,0.11,0.358,139.423,277532
"868","Lauren Aquilina","How Would You Like It?","like",0.59,0.282,"8",-6.861,"1",0.0319,0.513,3.28e-06,0.171,0.226,119.678,239469
"869","Bobby Bazini","C'est La Vie","like",0.588,0.541,"0",-7.528,"1",0.0437,0.419,0,0.139,0.453,100.116,197427
"870","Florence + The Machine","Shake It Out - Acoustic","like",0.473,0.391,"5",-5.258,"1",0.0298,0.652,0,0.113,0.391,105.264,252503
"871","Dan Berk","Ruin My Life","like",0.563,0.204,"7",-14.731,"1",0.0332,0.908,0,0.139,0.437,102.883,163914
"872","Alessia Cara","Wild Things - Acoustic Version","like",0.549,0.391,"1",-5.181,"0",0.064,0.769,0,0.297,0.764,106.825,191480
"873","Hey Violet","Guys My Age - Stripped","like",0.693,0.358,"8",-8.763,"0",0.0377,0.825,0.000102,0.188,0.506,122.036,224337
"874","Dvniel","Starlight","like",0.634,0.535,"0",-6.656,"1",0.0569,0.0457,0,0.128,0.622,77.041,208831
"875","Years & Years","Meteorite - Acoustic","like",0.372,0.366,"5",-6.6,"1",0.0477,0.886,0,0.0791,0.352,77.159,243320
"876","The Tide","Click My Fingers - Acoustic","like",0.514,0.502,"9",-6.398,"1",0.0312,0.73,0,0.33,0.788,79.983,194720
"877","Troye Sivan","YOUTH - Acoustic","like",0.529,0.182,"7",-11.242,"1",0.0324,0.957,0,0.0995,0.155,93.762,192000
"878","Jared Dylan","Here I Am - Radio Edit","like",0.583,0.537,"11",-6.288,"1",0.0307,0.344,6.44e-05,0.103,0.359,142.807,223229
"879","Sara Farell","Sunflower","like",0.568,0.213,"2",-11.882,"1",0.0379,0.955,0,0.113,0.302,72.932,181897
"880","M.O","Who Do You Think Of? - Acoustic","like",0.662,0.579,"11",-5.806,"0",0.056,0.814,0,0.167,0.962,110.678,219307
"881","Tom Prior","Looks Like Rain - Unplugged","like",0.637,0.41,"3",-7.005,"1",0.0493,0.645,0,0.066,0.4,95.531,214670
"882","Dimitri Vegas & Like Mike","Hey Baby (Dimitri Vegas & Like Mike Vs. Diplo) - Emma Bale Remix","like",0.53,0.247,"4",-7.598,"1",0.0351,0.894,0,0.0979,0.373,79.169,178003
"883","Zac Samuel","Never Letting Go - Acoustic","like",0.789,0.521,"9",-5.343,"0",0.0862,0.77,0,0.0904,0.593,105.984,231226
"884","Harrison Storm","Feeling You","like",0.644,0.502,"1",-9.374,"0",0.0302,0.665,0.165,0.124,0.159,103.987,201196
"885","Garrett Kato","Distant Land","like",0.54,0.456,"1",-11.905,"1",0.0303,0.638,0.0345,0.102,0.409,82.05,201000
"886","Sofia Wolfson","Johnny Cash","like",0.638,0.24,"9",-8.818,"0",0.0289,0.863,0,0.14,0.474,102.522,140800
"887","Wilco","Love Is Everywhere (Beware)","like",0.313,0.52,"7",-9.436,"1",0.0298,0.12,0.452,0.0993,0.511,144.249,213128
"888","Dan Auerbach","Never in My Wildest Dreams","like",0.559,0.466,"5",-6.769,"1",0.0362,0.315,0.0039,0.0933,0.623,117.21,176027
"889","The Highwomen","Crowded Table","like",0.559,0.562,"11",-5.674,"1",0.0325,0.203,9.48e-06,0.17,0.428,132.062,209907
"890","Angel Snow","Arrows - Acoustic","like",0.6,0.109,"2",-18.125,"1",0.0434,0.919,1.67e-06,0.125,0.371,128.919,215776
"891","Ben Platt","Grow As We Go","like",0.458,0.137,"8",-14.083,"1",0.0355,0.882,0,0.15,0.437,80.824,249427
"892","Wilder Woods","Someday Soon","like",0.503,0.269,"8",-7.676,"1",0.0274,0.931,5.49e-05,0.111,0.317,101.913,263295
"893","Ben Abraham","Satellite","like",0.267,0.0953,"6",-19.439,"1",0.0341,0.95,0.0896,0.119,0.0894,133.37,262785
"894","Jordan Moser","Road To Trouble ft. Molly Burch","like",0.437,0.238,"11",-12.045,"1",0.0328,0.625,0.244,0.088,0.152,119.861,247475
"895","Plested","Either You Love Me Or You Don't - Live Acoustic","like",0.48,0.244,"4",-10.385,"1",0.0406,0.897,0,0.0463,0.437,130.096,214000
"896","Brandi Carlile","Every Time I Hear That Song","like",0.577,0.53,"7",-6.749,"1",0.0312,0.544,3.29e-06,0.103,0.22,85.471,241147
"897","Molly Sarlé","Human","like",0.554,0.424,"0",-8.761,"1",0.0268,0.322,0.363,0.1,0.708,107.377,234195
"898","Willie Nelson","Have You Ever Seen the Rain (feat. Paula Nelson)","like",0.633,0.225,"9",-14.885,"1",0.0272,0.711,0.00546,0.0955,0.254,96.094,278653
"899","Sturgill Simpson","The Dead Don't Die","like",0.542,0.491,"2",-6.457,"1",0.0314,0.726,0.000437,0.302,0.641,118.605,231374
"900","Devendra Banhart","Memorial","like",0.439,0.147,"9",-16.612,"1",0.0444,0.97,0.0189,0.114,0.297,140.728,278876
"901","Jeff Tweedy","Warm (When The Sun Has Died)","like",0.575,0.189,"2",-19.66,"0",0.028,0.646,0.763,0.141,0.354,90.461,138227
"902","Garrett Kato","I'll Be Around","like",0.66,0.302,"1",-12.283,"1",0.0296,0.723,1.51e-05,0.111,0.331,79.024,186954
"903","Native Harrow","Something You Have","like",0.294,0.271,"3",-11.24,"1",0.0313,0.784,0.00291,0.1,0.122,82.375,238867
"904","Johanna Samuels","Rush of Wheels","like",0.389,0.325,"5",-11.158,"0",0.0301,0.606,0.00136,0.097,0.183,130.042,250502
"905","Plàsi","Bright","like",0.602,0.339,"8",-11.726,"1",0.0349,0.763,0.000692,0.0722,0.258,157.878,198005
"906","Jenny Lewis","Taffy","like",0.332,0.216,"7",-13.576,"1",0.0336,0.821,0.589,0.114,0.222,118.584,267706
"907","Hovvdy","Truck","like",0.322,0.3,"0",-12.05,"1",0.0335,0.924,0.725,0.118,0.161,119.247,239551
"908","Gia Margaret","Birthday","like",0.478,0.513,"2",-9.472,"1",0.0288,0.176,0.732,0.0989,0.364,140.662,227423
"909","Sturgill Simpson","Breakers Roar","like",0.369,0.31,"11",-13.384,"0",0.0309,0.669,0.514,0.245,0.165,84.41,212587
"910","Hiss Golden Messenger","Caledonia, My Love","like",0.555,0.144,"5",-16.868,"1",0.0474,0.842,0.000281,0.0953,0.198,117.462,180373
"911","Olivia Chaney","IOU","like",0.509,0.289,"4",-8.3,"1",0.0286,0.88,0.0036,0.111,0.156,158.799,243027
"912","Courtney Marie Andrews","Rough Around the Edges - Acoustic","like",0.46,0.236,"2",-8.585,"1",0.0309,0.697,0.000135,0.112,0.243,123.035,258920
"913","Ingrid Andress","More Hearts Than Mine","like",0.413,0.428,"0",-7.414,"1",0.0296,0.111,0,0.114,0.391,79.985,214160
"914","Brent Cobb","Shine On Rainy Day","like",0.742,0.212,"7",-12.095,"1",0.0364,0.656,2.82e-05,0.107,0.227,120.547,263307
"915","Dana Gavanski","One By One","like",0.738,0.334,"10",-10.916,"1",0.0293,0.752,7.53e-05,0.131,0.347,97.017,207835
"916","Becca Mancari","Golden","like",0.348,0.246,"3",-11.534,"1",0.028,0.764,0.00125,0.0996,0.193,136.1,313296
"917","Harrison Whitford","Both My Friends","like",0.54,0.23,"3",-12.21,"1",0.0343,0.868,5.37e-05,0.201,0.238,84.963,251517
"918","Aisha Badru","Prisoners & Guards","like",0.45,0.34,"5",-15.888,"1",0.0359,0.898,0.00341,0.293,0.47,123.287,290680
"919","Charlie Cunningham","Don't Go Far","like",0.622,0.312,"4",-16.105,"1",0.0315,0.902,0.401,0.109,0.228,80.514,219013
"920","Damien Jurado","Throw Me Now Your Arms","like",0.549,0.144,"4",-14.734,"1",0.0504,0.853,0.0153,0.107,0.369,98.501,147427
"921","The Ballroom Thieves","Only Lonely","like",0.412,0.276,"7",-11.711,"1",0.0296,0.898,0.000372,0.0955,0.214,90.781,217557
"922","The Wild Reeds","Don't Pretend","like",0.538,0.444,"2",-6.793,"1",0.0266,0.603,3.08e-05,0.09,0.127,124.899,200656
"923","SYML","Where's My Love","like",0.598,0.343,"0",-11.04,"0",0.025,0.853,0.0219,0.123,0.419,103.984,202107
"924","Jenny Lewis","The Voyager","like",0.354,0.356,"7",-6.654,"1",0.0273,0.53,1.82e-06,0.265,0.15,136.436,210707
"925","The Staves","Make It Holy","like",0.564,0.255,"5",-12.982,"0",0.0318,0.869,3.99e-05,0.135,0.215,133.075,273547
"926","Monica Heldal","Lovers & Life & the Stars","like",0.258,0.439,"1",-10.42,"1",0.0335,0.825,0.748,0.121,0.115,144.24,365320
"927","Caitlin Canty","Motel","like",0.514,0.342,"9",-13.891,"1",0.0365,0.73,0.000129,0.11,0.0581,96.095,184787
"928","Charlie Worsham","Old Time's Sake","like",0.476,0.182,"4",-16.375,"1",0.038,0.884,0.00086,0.112,0.146,88.592,202840
"929","Anna St. Louis","Understand","like",0.44,0.272,"7",-9.212,"1",0.0304,0.554,0.000267,0.0947,0.324,115.894,272419
"930","The Paper Kites","Arms","like",0.41,0.141,"2",-18.564,"1",0.0337,0.932,0.0898,0.118,0.24,149.888,203560
"931","Bryde","You Do Something to Me","like",0.402,0.166,"7",-11.965,"0",0.0306,0.78,0,0.11,0.107,142.389,210590
"932","Lomelda","Interstate Vision","like",0.607,0.333,"4",-13.89,"0",0.0255,0.55,0,0.165,0.499,82.025,162625
"933","Jay Farrar","California Zephyr","like",0.389,0.428,"7",-9.464,"1",0.0365,0.75,0,0.0876,0.512,78.487,143067
"934","Gregory Alan Isakov","The Stable Song","like",0.625,0.432,"2",-11.948,"1",0.0283,0.633,0.00242,0.127,0.361,137.926,360933
"935","Gregory Alan Isakov","The Stable Song","like",0.625,0.432,"2",-11.948,"1",0.0283,0.633,0.00242,0.127,0.361,137.926,360933
"936","Matt Maltese","Less and Less","like",0.282,0.297,"0",-9.869,"1",0.0377,0.884,0.00102,0.0927,0.192,69.998,248741
"937","Cass McCombs","Absentee","like",0,0.328,"7",-11.101,"0",0,0.893,0.862,0.122,0,0,168737
"938","Matt Corby","All Fired Up","like",0.56,0.446,"4",-7.638,"1",0.0298,0.61,0.000198,0.111,0.265,127.955,270260
"939","Margo Price","Learning to Lose (feat. Willie Nelson)","like",0.456,0.251,"2",-11.608,"1",0.0292,0.726,0.0104,0.108,0.216,74.907,379333
"940","Savannah Conley","Same Old Eyes","like",0.654,0.369,"1",-9.522,"0",0.0352,0.632,7.74e-05,0.223,0.216,127.615,241973
"941","Wilco","Jesus, Etc.","like",0.756,0.28,"5",-14.27,"1",0.0296,0.616,0.00033,0.414,0.695,109.413,231000
"942","Devendra Banhart","Middle Names","like",0.681,0.175,"1",-15.595,"0",0.0402,0.977,0.481,0.0878,0.349,110.011,208773
"943","Andy Shauf","The Magician","like",0.572,0.33,"9",-8.756,"1",0.0278,0.378,0.00266,0.126,0.232,135.116,231839
"944","Bonny Doon","Long Wave","like",0.52,0.411,"9",-11.692,"1",0.0302,0.26,0.0478,0.111,0.504,173.119,323264
"945","Terrible Sons","Tears Don't Fall","like",0.669,0.543,"7",-12.687,"1",0.0301,0.442,0.0189,0.153,0.849,149.363,190547
"946","Olivia Chaney","Arches","like",0.355,0.111,"2",-12.926,"1",0.0336,0.931,0.000884,0.092,0.153,79.621,367427
"947","The Paper Kites","Bloom - Bonus Track","like",0.592,0.416,"1",-9.794,"1",0.0246,0.882,0.000586,0.112,0.417,96.002,210080
"948","The Paper Kites","Bloom - Bonus Track","like",0.592,0.416,"1",-9.794,"1",0.0246,0.882,0.000586,0.112,0.417,96.002,210080
"949","The Paper Kites","Bloom - Bonus Track","like",0.592,0.416,"1",-9.794,"1",0.0246,0.882,0.000586,0.112,0.417,96.002,210080
"950","The Paper Kites","Bloom - Bonus Track","like",0.592,0.416,"1",-9.794,"1",0.0246,0.882,0.000586,0.112,0.417,96.002,210080
"951","Monica Heldal","Follow You Anywhere","like",0.465,0.424,"4",-10.479,"1",0.0248,0.755,0.101,0.104,0.223,88.707,232080
"952","Glen Hansard","Wreckless Heart","like",0.485,0.342,"6",-8.854,"0",0.0295,0.871,0.00509,0.11,0.194,116.236,253573
"953","Harrison Storm","Change It All","like",0.445,0.304,"10",-12.504,"1",0.0441,0.631,0.00519,0.118,0.24,120.631,247413
"954","John Paul White","Simple Song","like",0.244,0.189,"10",-13.214,"1",0.0377,0.601,0.00645,0.0801,0.253,205.319,240067
"955","Eddie Berman","Untamed","like",0.397,0.264,"4",-11.396,"1",0.029,0.784,0.176,0.113,0.0857,90.771,238213
"956","Brett Dennen","Where We Left Off","like",0.73,0.124,"0",-14.311,"1",0.0362,0.809,0.000151,0.121,0.264,109.719,240293
"957","Aubrie Sellers","Losing Ground","like",0.476,0.507,"0",-9.456,"1",0.0258,0.423,0.019,0.0878,0.461,150.686,187693
"958","Hozier","Shrike","like",0.506,0.275,"7",-8.464,"0",0.0292,0.494,0.00377,0.101,0.0639,153.769,298880
"959","Gregory Alan Isakov","San Luis","like",0.567,0.434,"7",-12.755,"0",0.0349,0.86,0.257,0.115,0.254,82.459,272347
"960","Ray LaMontagne","Such A Simple Thing - Recorded at Sound Stage Studios Nashville","like",0.55,0.334,"10",-10.73,"1",0.0288,0.517,0.000169,0.101,0.143,72.235,307535
"961","Joy Williams","Front Porch","like",0.567,0.224,"1",-10.024,"1",0.0299,0.887,0,0.109,0.2,124.44,231813
"962","Nick Mulvey","Fever To The Form","like",0.358,0.546,"0",-8.927,"0",0.0296,0.795,0.0586,0.111,0.264,106.489,252960
"963","Maya De Vitry","Go Tell a Bird","like",0.445,0.332,"7",-11.181,"1",0.0306,0.693,0.00659,0.0987,0.297,109.549,232826
"964","Kina Grannis","For Now","like",0.397,0.249,"5",-10.484,"1",0.0394,0.926,0,0.115,0.329,79.614,198404
"965","Blanco White","Olalla","like",0.572,0.409,"3",-11.384,"1",0.0377,0.662,0.296,0.125,0.351,129.983,247373
"966","Charlie Cunningham","Don't Go Far","like",0.622,0.312,"4",-16.105,"1",0.0315,0.902,0.401,0.109,0.228,80.514,219013
"967","Rosie Carney","Thousand - Acoustic","like",0.477,0.0785,"1",-18.083,"1",0.0367,0.957,0.00302,0.0703,0.192,109.482,202720
"968","Ben Howard","Old Pine","like",0.401,0.364,"5",-10.836,"1",0.033,0.45,0.0503,0.162,0.224,129.568,328507
"969","Ben Howard","Old Pine","like",0.401,0.364,"5",-10.836,"1",0.033,0.45,0.0503,0.162,0.224,129.568,328507
"970","Angelo De Augustine","You Needed Love, I Needed You","like",0.54,0.18,"2",-13.982,"1",0.0422,0.928,0.00498,0.109,0.535,88.985,205657
"971","The Brother Brothers","Siren Song","like",0.542,0.155,"2",-12.924,"0",0.0298,0.988,0.0155,0.108,0.247,78.088,183768
"972","Angus & Julia Stone","Stay With Me - Live From Spotify Berlin","like",0.529,0.0964,"0",-22.052,"1",0.0459,0.808,0.0628,0.709,0.142,151.286,174373
"973","Angus & Julia Stone","Stay With Me - Live From Spotify Berlin","like",0.529,0.0964,"0",-22.052,"1",0.0459,0.808,0.0628,0.709,0.142,151.286,174373
"974","I'm With Her","Call My Name - Acoustic","like",0.57,0.186,"8",-10.603,"1",0.0318,0.93,0,0.115,0.319,76.45,197458
"975","Bear's Den","Sophie","like",0.59,0.28,"11",-13.253,"0",0.0357,0.819,0.00789,0.195,0.326,144.003,305001
"976","Beta Radio","Realistic City Living","like",0.541,0.222,"0",-15.318,"1",0.0365,0.527,0.0632,0.0969,0.311,99.961,178613
"977","Caamp","Vagabond","like",0.571,0.399,"4",-11.919,"1",0.0364,0.766,0.0146,0.0926,0.611,141.922,129464
"978","The Stray Birds","Dream in Blue","like",0.45,0.324,"2",-11.234,"1",0.037,0.71,0.000679,0.176,0.354,179.133,212027
"979","Mandolin Orange","Amsterdam - Recorded at Spotify Studios NYC","like",0.532,0.317,"0",-10.693,"1",0.0309,0.909,0.0277,0.11,0.28,140.671,193672
"980","Gregory Alan Isakov","Big Black Car","like",0.572,0.183,"3",-16.069,"1",0.0323,0.897,0.00275,0.103,0.404,110.029,217467
"981","Courtney Hartman","Here's to the Ones","like",0.48,0.235,"10",-13.446,"1",0.029,0.861,0.0033,0.114,0.141,136.1,302961
"982","Dermot Kennedy","For Island Fires and Family","like",0.474,0.217,"10",-13.271,"1",0.0891,0.893,5.46e-05,0.104,0.237,102.274,285645
"983","Hozier","Cherry Wine - Live","like",0.415,0.11,"1",-14.901,"1",0.0388,0.951,0.00236,0.0962,0.234,81.876,240147
"984","Hozier","Cherry Wine - Live","like",0.415,0.11,"1",-14.901,"1",0.0388,0.951,0.00236,0.0962,0.234,81.876,240147
